"amostra";"Au";"Pd";"Pt";"Ag";"Al";"As";"B";"Ba";"Be";"Bi";"Ca";"Cd";"Ce";"Co";"Cr";"Cs";"Cu";"Fe";"Ga";"Ge";"Hf";"Hg";"In";"K";"La";"Li";"Lu";"Mg";"Mn";"Mo";"Na";"Nb";"Ni";"P";"Pb";"Rb";"Re";"S";"Sb";"Sc";"Se";"Sn";"Sr";"Ta";"Tb";"Te";"Th";"Ti";"Tl";"U";"V";"W";"Y";"Yb";"Zn";"Zr";"boletim"
"ICP664";"-9999";"-9999";"-9999";"-0,01";"1,07";"3";"-10";"246";"0,9";"0,08";"0,35";"0,04";"44,15";"12,1";"33";"0,76";"13,9";"3,08";"4";"-0,1";"0,19";"-0,01";"-0,02";"0,13";"20,7";"12";"0,11";"0,37";"625";"0,46";"0,04";"1,22";"14,4";"924";"12,7";"9,9";"-0,1";"0,01";"0,2";"3,8";"-1";"0,7";"30,5";"-0,05";"0,43";"-0,05";"2,7";"0,1";"0,07";"0,7";"55";"-0,1";"11,09";"0,8";"45";"9,4";"GQ2003734"
"ICP665";"-9999";"-9999";"-9999";"-0,01";"2,02";"4";"-10";"258";"0,8";"0,09";"0,54";"0,14";"41,51";"37,7";"74";"1,06";"44,4";"5,32";"6,9";"-0,1";"0,15";"0,02";"0,03";"0,1";"18,9";"17";"0,14";"0,73";"1206";"0,45";"0,02";"0,87";"36,3";"632";"15,9";"12,1";"-0,1";"-0,01";"0,22";"9,7";"-1";"0,7";"26,6";"-0,05";"0,5";"-0,05";"2,8";"0,13";"0,09";"0,62";"124";"-0,1";"13,77";"1";"69";"6,6";"GQ2003734"
"ICP666";"-10";"11";"-10";"1,47";"1,74";"11";"-10";"616";"0,8";"0,12";"0,55";"0,04";"43,88";"22,4";"179";"1,11";"231,9";"3,82";"6,4";"-0,1";"0,29";"0,06";"0,02";"0,11";"21";"17";"0,07";"1,49";"668";"0,39";"0,06";"0,76";"96,9";"713";"15,4";"10";"-0,1";"0,02";"1,26";"6,1";"-1";"1,2";"66,5";"-0,05";"0,3";"-0,05";"2,8";"0,12";"0,06";"1,06";"73";"0,3";"6,82";"0,5";"60";"13,9";"GQ2003734"
"ICP667";"-10";"-10";"-10";"-0,01";"0,75";"4";"-10";"125";"0,8";"0,11";"0,16";"0,02";"27,67";"6,6";"35";"0,8";"6,5";"2,46";"2,8";"-0,1";"0,1";"0,01";"-0,02";"0,12";"17";"10";"0,06";"0,23";"359";"0,35";"0,04";"0,99";"15";"358";"10,6";"9,6";"-0,1";"-0,01";"0,35";"1,9";"-1";"1,1";"15,7";"-0,05";"0,26";"-0,05";"4";"0,06";"0,06";"0,75";"44";"0,3";"6,14";"0,4";"26";"5,6";"GQ2003734"
"ICP668";"15";"-10";"-10";"-0,01";"0,59";"2";"-10";"124";"0,5";"0,08";"0,15";"0,04";"49,59";"8,6";"48";"0,4";"7,7";"3,62";"3,3";"-0,1";"0,17";"-0,01";"-0,02";"0,09";"26,1";"3";"0,08";"0,19";"429";"0,3";"0,04";"0,85";"13,2";"318";"13,8";"6,4";"-0,1";"-0,01";"0,22";"1,9";"-1";"1";"20,6";"-0,05";"0,36";"-0,05";"10,9";"0,1";"0,05";"0,79";"87";"-0,1";"7,54";"0,6";"27";"8,1";"GQ2003734"
"ICP669";"-10";"-10";"-10";"-0,01";"1,24";"9";"-10";"146";"1,3";"0,15";"0,16";"0,24";"31,41";"27,7";"45";"0,88";"35,3";"4,86";"4,9";"0,1";"0,07";"0,01";"0,03";"0,15";"13,9";"15";"0,13";"0,25";"1055";"1,02";"0,02";"0,59";"46,3";"651";"17,9";"11,9";"-0,1";"0,01";"0,44";"4,6";"-1";"0,5";"15,2";"-0,05";"0,54";"-0,05";"3";"0,02";"0,08";"0,64";"47";"0,1";"11,74";"1";"76";"3,3";"GQ2003734"
"ICP670";"-10";"-10";"-10";"-0,01";"2,39";"6";"-10";"142";"0,7";"0,08";"0,55";"0,24";"31,45";"41,8";"74";"1,05";"70,4";"6,28";"8,1";"0,1";"0,15";"-0,01";"0,03";"0,13";"14,2";"18";"0,15";"0,9";"1360";"0,47";"0,02";"0,71";"44,9";"615";"13,3";"16,5";"-0,1";"-0,01";"0,14";"11,7";"-1";"0,7";"15,8";"-0,05";"0,48";"-0,05";"2,3";"0,14";"0,12";"0,41";"147";"-0,1";"13,96";"1,1";"86";"4,9";"GQ2003734"
"ICP671";"-10";"-10";"-10";"-0,01";"2,49";"14";"-10";"197";"0,9";"0,12";"0,41";"0,48";"40,15";"42,7";"80";"1,29";"68,7";"6,62";"8,5";"-0,1";"0,12";"-0,01";"0,03";"0,17";"17,3";"23";"0,13";"0,81";"1099";"0,64";"0,02";"0,94";"45,3";"598";"49,3";"21,7";"-0,1";"-0,01";"0,24";"10,2";"-1";"0,6";"12,9";"-0,05";"0,46";"-0,05";"3";"0,12";"0,16";"0,48";"131";"-0,1";"11,39";"0,9";"153";"5,1";"GQ2003734"
"ICP672";"-10";"-10";"-10";"-0,01";"2,47";"11";"-10";"168";"1";"0,12";"0,33";"0,21";"51,31";"34,2";"75";"1,2";"65,1";"7,63";"8";"-0,1";"0,18";"0,02";"0,04";"0,2";"26,5";"32";"0,12";"0,68";"1003";"0,73";"0,02";"0,97";"49,4";"709";"21,2";"20,3";"-0,1";"-0,01";"0,27";"8,5";"-1";"0,6";"13,3";"-0,05";"0,54";"-0,05";"4,2";"0,08";"0,14";"0,5";"133";"0,1";"11,28";"0,9";"121";"4,7";"GQ2003735"
"ICP673";"-10";"-10";"-10";"-0,01";"1,87";"5";"-10";"176";"0,7";"0,05";"0,5";"0,06";"26,08";"23,4";"54";"0,75";"23,4";"4,24";"5,6";"-0,1";"0,14";"0,01";"-0,02";"0,1";"15,2";"13";"0,15";"0,79";"1151";"0,37";"0,04";"0,62";"35,1";"474";"11,5";"8,1";"-0,1";"-0,01";"0,32";"6,8";"-1";"0,5";"40,3";"-0,05";"0,4";"-0,05";"2,3";"0,09";"0,06";"0,52";"81";"-0,1";"11,96";"1,1";"62";"4,1";"GQ2003735"
"ICP674";"-10";"-10";"-10";"-0,01";"0,93";"4";"-10";"154";"0,9";"0,06";"0,26";"0,03";"38,93";"12,2";"74";"0,78";"11,4";"2,25";"3,2";"-0,1";"0,19";"0,03";"-0,02";"0,1";"24,7";"7";"0,09";"0,47";"552";"0,32";"0,04";"0,98";"34,4";"310";"13,9";"8,9";"-0,1";"-0,01";"0,24";"3,3";"-1";"1";"31,4";"-0,05";"0,42";"-0,05";"3";"0,07";"0,07";"0,65";"40";"0,1";"9,88";"0,7";"35";"8,1";"GQ2003735"
"ICP675";"-10";"-10";"-10";"-0,01";"1,31";"8";"-10";"105";"0,8";"0,06";"0,14";"0,53";"33,2";"24,2";"53";"0,64";"39,5";"4,94";"4,8";"-0,1";"0,07";"0,01";"0,02";"0,08";"19,4";"16";"0,1";"0,27";"821";"1,14";"-0,01";"0,58";"37,5";"438";"20,8";"7,5";"-0,1";"0,01";"0,17";"5,4";"-1";"0,5";"6,4";"-0,05";"0,41";"-0,05";"2,1";"0,02";"0,07";"0,42";"70";"-0,1";"9";"0,7";"110";"2,1";"GQ2003735"
"ICP676";"-10";"-10";"-10";"-0,01";"1,1";"6";"-10";"86";"0,6";"0,05";"0,11";"0,41";"28,93";"20,1";"46";"0,57";"32,6";"4,32";"4,1";"-0,1";"0,06";"-0,01";"-0,02";"0,06";"16,6";"14";"0,08";"0,23";"670";"0,94";"-0,01";"0,51";"30,6";"370";"16,6";"6,1";"-0,1";"-0,01";"0,15";"4,2";"-1";"0,4";"4,2";"-0,05";"0,33";"-0,05";"1,9";"0,02";"0,06";"0,35";"60";"-0,1";"7,05";"0,6";"98";"1,7";"GQ2003735"
"ICP677";"-10";"-10";"-10";"-0,01";"1,19";"7";"-10";"263";"1,3";"0,12";"0,25";"0,04";"44,17";"10,6";"29";"0,95";"8,4";"2,68";"3,5";"-0,1";"0,09";"0,01";"-0,02";"0,12";"26,3";"13";"0,12";"0,26";"1084";"0,33";"0,03";"0,52";"14,2";"447";"15,8";"12,7";"-0,1";"-0,01";"0,27";"3,1";"-1";"0,7";"18,5";"-0,05";"0,49";"-0,05";"3,5";"0,02";"0,11";"0,86";"44";"0,2";"12,58";"0,9";"39";"3";"GQ2003735"
"ICP678";"-10";"-10";"-10";"-0,01";"0,92";"-1";"-10";"51";"0,2";"0,02";"0,34";"0,03";"6,01";"5,8";"6";"0,46";"6,8";"1,63";"2,9";"-0,1";"-0,05";"-0,01";"-0,02";"0,03";"3,2";"3";"0,05";"0,16";"476";"0,18";"0,05";"0,25";"4,4";"160";"3,8";"2,5";"-0,1";"-0,01";"-0,05";"2,7";"-1";"-0,3";"39,3";"-0,05";"0,12";"-0,05";"0,6";"0,06";"0,02";"0,15";"39";"-0,1";"3,63";"0,3";"28";"1,2";"GQ2003735"
"ICP679";"-10";"-10";"-10";"-0,01";"1,02";"-1";"-10";"56";"0,3";"0,03";"0,36";"0,03";"6,53";"6,4";"7";"0,51";"8,3";"1,74";"3,1";"-0,1";"0,05";"-0,01";"-0,02";"0,03";"3,5";"4";"0,05";"0,17";"521";"0,21";"0,05";"0,26";"4,9";"175";"4";"2,6";"-0,1";"-0,01";"-0,05";"2,8";"-1";"-0,3";"42,7";"-0,05";"0,12";"-0,05";"0,6";"0,05";"0,03";"0,17";"42";"-0,1";"4,06";"0,4";"31";"1,2";"GQ2003735"
"ICP680";"-10";"-10";"-10";"-0,01";"0,97";"2";"-10";"98";"0,5";"0,04";"0,22";"0,03";"17,27";"7,2";"23";"0,63";"9,7";"1,76";"3,1";"-0,1";"0,07";"-0,01";"-0,02";"0,08";"9,2";"7";"0,07";"0,23";"568";"0,24";"0,06";"0,47";"11,8";"173";"5,3";"6,7";"-0,1";"-0,01";"-0,05";"2,8";"-1";"0,4";"31,1";"-0,05";"0,18";"-0,05";"1,8";"0,05";"0,05";"0,38";"36";"-0,1";"5,45";"0,4";"25";"3,1";"GQ2003735"
"ICP681";"-10";"-10";"-10";"-0,01";"0,34";"1";"-10";"73";"0,3";"0,05";"0,05";"-0,01";"15,76";"1,9";"10";"0,57";"2,9";"1";"1";"-0,1";"-0,05";"-0,01";"-0,02";"0,07";"9,5";"3";"0,04";"0,05";"192";"0,26";"0,02";"0,36";"2,8";"103";"4,6";"5,7";"-0,1";"-0,01";"0,08";"1";"-1";"0,4";"5,8";"-0,05";"0,16";"-0,05";"1,6";"0,01";"0,05";"0,31";"13";"-0,1";"4,02";"0,3";"9";"1,3";"GQ2003735"
"ICP682";"-10";"-10";"-10";"-0,01";"1,67";"8";"-10";"259";"0,9";"0,07";"0,55";"0,05";"49,02";"28,5";"183";"0,92";"26,3";"3,63";"5,7";"-0,1";"0,46";"-0,01";"0,02";"0,09";"24,9";"13";"0,08";"1,52";"969";"0,22";"0,06";"0,76";"120,1";"621";"13";"7,6";"-0,1";"-0,01";"0,44";"6,6";"-1";"0,8";"61,1";"-0,05";"0,35";"-0,05";"2,9";"0,16";"0,05";"1,04";"74";"0,2";"7,92";"0,6";"59";"21,6";"GQ2003735"
"ICP683";"-10";"-10";"-10";"-0,01";"0,74";"6";"-10";"176";"1";"0,09";"0,15";"0,05";"37,5";"8,9";"37";"1,17";"11";"2,63";"2,5";"-0,1";"0,06";"-0,01";"-0,02";"0,12";"22,1";"10";"0,09";"0,25";"603";"0,38";"0,03";"0,97";"15";"508";"18,2";"12,4";"-0,1";"-0,01";"0,27";"2,1";"-1";"0,8";"12,2";"-0,05";"0,35";"-0,05";"2,6";"0,03";"0,1";"0,64";"41";"0,2";"8,7";"0,6";"41";"2,4";"GQ2003735"
"ICP684";"-10";"-10";"-10";"-0,01";"0,51";"-1";"-10";"78";"0,4";"0,05";"0,17";"0,01";"29,94";"3,8";"13";"0,52";"5,5";"1,98";"2";"-0,1";"0,06";"-0,01";"-0,02";"0,08";"18,2";"4";"0,06";"0,11";"284";"0,23";"0,04";"0,59";"5,5";"250";"6,4";"6,9";"-0,1";"-0,01";"0,05";"1,8";"-1";"0,6";"15,3";"-0,05";"0,24";"-0,05";"5,4";"0,08";"0,05";"0,6";"45";"-0,1";"5,33";"0,4";"18";"3,1";"GQ2003735"
"ICP685";"-10";"-10";"-10";"-0,01";"0,85";"1";"-10";"41";"0,2";"-0,02";"0,34";"0,02";"4,52";"6,4";"11";"0,38";"8,7";"1,83";"2,6";"-0,1";"-0,05";"-0,01";"-0,02";"0,02";"2,3";"3";"0,04";"0,2";"479";"0,22";"0,05";"0,3";"5";"135";"3,3";"1,9";"-0,1";"-0,01";"0,06";"3,2";"-1";"0,4";"30,4";"-0,05";"0,1";"-0,05";"0,6";"0,07";"0,02";"0,13";"46";"-0,1";"3,3";"0,3";"23";"1";"GQ2003735"
"ICP686";"-10";"-10";"-10";"-0,01";"1,31";"5";"-10";"145";"0,9";"0,08";"0,35";"0,03";"42,24";"14,2";"109";"1,26";"16,8";"2,88";"4,3";"-0,1";"0,3";"0,02";"0,02";"0,1";"24,3";"13";"0,08";"0,84";"519";"0,31";"0,04";"0,93";"54,4";"408";"12,3";"9,4";"-0,1";"-0,01";"0,36";"4,8";"-1";"1";"33,7";"-0,05";"0,38";"-0,05";"3,2";"0,11";"0,06";"0,91";"56";"0,2";"8,33";"0,6";"43";"13,6";"GQ2003735"
"ICP687";"-10";"-10";"-10";"-0,01";"1,1";"6";"-10";"207";"1,2";"0,11";"0,21";"0,04";"43,68";"10,7";"81";"1,3";"10,9";"3,23";"3,6";"-0,1";"0,13";"-0,01";"-0,02";"0,16";"26,7";"14";"0,11";"0,3";"554";"0,58";"0,04";"0,99";"33,3";"554";"22,1";"15,8";"-0,1";"-0,01";"0,35";"2,9";"-1";"0,9";"17,2";"-0,05";"0,45";"-0,05";"3,8";"0,04";"0,12";"0,81";"51";"0,3";"11,03";"0,8";"57";"6,2";"GQ2003735"
"ICP688";"-10";"-10";"-10";"-0,01";"0,9";"5";"-10";"169";"0,9";"0,11";"0,16";"0,03";"37,6";"7,7";"64";"0,98";"11,4";"2,92";"2,9";"-0,1";"0,08";"0,01";"-0,02";"0,12";"23,8";"10";"0,09";"0,23";"411";"0,46";"0,03";"0,83";"23,5";"435";"15,5";"12";"-0,1";"-0,01";"0,29";"2,3";"-1";"0,9";"13,1";"-0,05";"0,38";"-0,05";"3,2";"0,03";"0,09";"0,63";"46";"0,2";"9,38";"0,7";"41";"4,2";"GQ2003735"
"ICP689";"-10";"-10";"-10";"-0,01";"0,85";"4";"-10";"164";"0,7";"0,1";"0,14";"0,03";"34,77";"6,6";"41";"0,97";"7,5";"2,65";"2,7";"-0,1";"0,09";"-0,01";"-0,02";"0,13";"22,4";"10";"0,08";"0,21";"443";"0,38";"0,03";"0,67";"13,8";"365";"14,6";"12";"-0,1";"-0,01";"0,25";"2,1";"-1";"0,6";"12,7";"-0,05";"0,35";"-0,05";"3,1";"0,03";"0,08";"0,59";"41";"0,2";"8,8";"0,6";"33";"4,3";"GQ2003735"
"ICP690";"-10";"-10";"-10";"-0,01";"0,7";"-1";"-10";"54";"0,2";"0,03";"0,27";"0,03";"7,57";"4,5";"12";"0,44";"5,9";"1,6";"2,4";"-0,1";"-0,05";"-0,01";"-0,02";"0,04";"4";"3";"0,04";"0,13";"392";"0,16";"0,05";"0,28";"5,3";"173";"4,5";"3,8";"-0,1";"-0,01";"-0,05";"2,1";"-1";"-0,3";"35";"-0,05";"0,1";"-0,05";"1";"0,07";"0,03";"0,19";"41";"-0,1";"3,06";"0,3";"23";"1,5";"GQ2003735"
"ICP691";"-10";"-10";"-10";"-0,01";"0,72";"-1";"-10";"53";"0,2";"0,03";"0,28";"0,03";"7,25";"4,5";"11";"0,44";"5,7";"1,65";"2,4";"-0,1";"-0,05";"-0,01";"-0,02";"0,04";"3,8";"3";"0,04";"0,12";"400";"0,18";"0,06";"0,27";"3,6";"166";"4,3";"3,7";"-0,1";"-0,01";"-0,05";"2,1";"-1";"0,3";"35,9";"-0,05";"0,1";"-0,05";"0,9";"0,07";"0,03";"0,18";"40";"-0,1";"2,96";"0,3";"22";"1,6";"GQ2003735"
"ICP692";"-10";"-10";"-10";"-0,01";"0,92";"1";"-10";"122";"0,6";"0,06";"0,31";"0,03";"28,77";"10,5";"44";"0,69";"11,4";"2,28";"3,3";"-0,1";"0,11";"-0,01";"-0,02";"0,1";"17,2";"7";"0,14";"0,22";"699";"0,51";"0,05";"0,87";"20,5";"361";"8,7";"10,9";"-0,1";"-0,01";"-0,05";"3,8";"-1";"0,6";"23";"-0,05";"0,39";"-0,05";"3,6";"0,14";"0,07";"0,73";"41";"-0,1";"11,19";"1";"41";"3,4";"GQ2003735"
"ICP693";"-10";"-10";"-10";"-0,01";"0,88";"-1";"-10";"134";"0,6";"0,08";"0,39";"0,02";"31,29";"9,6";"8";"0,67";"9,2";"2,35";"3";"-0,1";"0,11";"-0,01";"-0,02";"0,09";"19,5";"6";"0,13";"0,23";"581";"0,38";"0,05";"0,97";"5,7";"424";"8,3";"8,5";"-0,1";"-0,01";"-0,05";"4";"-1";"0,7";"24,2";"-0,05";"0,39";"-0,05";"3,3";"0,23";"0,06";"0,66";"48";"-0,1";"11,11";"0,9";"30";"4,2";"GQ2003735"
"ICP694";"-10";"-10";"-10";"-0,01";"0,41";"-1";"-10";"143";"0,3";"0,07";"0,15";"0,01";"76,69";"7";"54";"0,19";"3,2";"5,06";"2,8";"-0,1";"0,19";"0,03";"-0,02";"0,09";"43,5";"-1";"0,06";"0,06";"345";"0,33";"0,04";"0,56";"10,9";"337";"16,3";"3,5";"-0,1";"-0,01";"0,11";"1,3";"-1";"0,9";"13,5";"-0,05";"0,35";"-0,05";"16,2";"0,09";"0,02";"0,77";"130";"-0,1";"6,04";"0,5";"14";"8,7";"GQ2003735"
"ICP695";"-10";"-10";"-10";"-0,01";"0,66";"2";"-10";"146";"0,6";"0,05";"0,15";"0,02";"45,09";"7,5";"54";"0,46";"6,8";"3";"2,7";"-0,1";"0,1";"-0,01";"-0,02";"0,11";"27,8";"4";"0,07";"0,14";"435";"0,43";"0,04";"0,81";"19,3";"278";"12,8";"8,7";"-0,1";"-0,01";"0,1";"2";"-1";"0,9";"21,9";"-0,05";"0,37";"-0,05";"5,8";"0,06";"0,06";"0,63";"63";"-0,1";"7,72";"0,5";"31";"4,8";"GQ2003735"
"ICP696";"-10";"-10";"-10";"-0,01";"1,14";"-1";"-10";"156";"0,8";"0,07";"0,47";"0,04";"37,01";"12,1";"14";"0,83";"9,3";"2,69";"3,9";"-0,1";"0,11";"-0,01";"0,02";"0,12";"20,3";"9";"0,17";"0,28";"1041";"0,49";"0,08";"1,48";"10,5";"411";"9,2";"13";"-0,1";"0,01";"-0,05";"5";"-1";"0,8";"31,1";"-0,05";"0,49";"-0,05";"3,4";"0,26";"0,08";"0,77";"50";"-0,1";"13,84";"1,2";"39";"3,7";"GQ2003735"
"ICP697";"-10";"-10";"-10";"-0,01";"0,72";"-1";"-10";"99";"0,5";"0,06";"0,38";"0,02";"42,25";"5,3";"8";"0,71";"6,1";"2,06";"2,5";"-0,1";"0,21";"-0,01";"-0,02";"0,13";"25,2";"6";"0,12";"0,2";"509";"0,33";"0,06";"1,42";"4,1";"627";"8,2";"10,5";"-0,1";"-0,01";"-0,05";"3,3";"-1";"0,7";"17,5";"-0,05";"0,39";"-0,05";"6,2";"0,33";"0,06";"0,96";"37";"-0,1";"9,76";"0,8";"23";"7,4";"GQ2003735"
"ICP698";"-10";"-10";"-10";"-0,01";"0,98";"5";"-10";"221";"1";"0,13";"0,23";"0,04";"39,62";"8,1";"40";"0,88";"7,5";"2,43";"3,1";"-0,1";"0,13";"-0,01";"-0,02";"0,17";"23";"14";"0,09";"0,31";"757";"0,44";"0,03";"0,67";"20,5";"330";"14,2";"12,7";"-0,1";"-0,01";"0,34";"2,3";"-1";"0,7";"20";"-0,05";"0,4";"-0,05";"4,5";"0,03";"0,09";"0,83";"36";"0,2";"9,61";"0,7";"39";"5,7";"GQ2003735"
"ICP699";"-10";"-10";"-10";"-0,01";"0,84";"8";"-10";"158";"1,2";"0,14";"0,23";"0,03";"43,12";"8,8";"176";"1,14";"11,6";"2,77";"2,6";"-0,1";"0,1";"-0,01";"-0,02";"0,15";"22,5";"11";"0,07";"0,24";"587";"1,12";"0,02";"1,14";"77,7";"430";"22,2";"12,8";"-0,1";"0,01";"0,48";"1,8";"-1";"1,1";"14,2";"-0,05";"0,36";"-0,05";"3,3";"0,04";"0,1";"0,72";"42";"0,4";"7,61";"0,6";"70";"4,1";"GQ2003735"
"ICP700";"-10";"-10";"-10";"-0,01";"0,76";"-1";"-10";"102";"0,5";"0,02";"0,11";"0,01";"56,52";"3,8";"11";"0,64";"4,8";"1,64";"2,7";"-0,1";"-0,05";"-0,01";"-0,02";"0,16";"26,5";"5";"0,09";"0,16";"229";"0,27";"0,04";"1,27";"5,6";"146";"7,2";"11,3";"-0,1";"-0,01";"-0,05";"2,2";"-1";"0,8";"17,4";"-0,05";"0,28";"-0,05";"2,9";"0,05";"0,07";"0,84";"26";"-0,1";"7,23";"0,6";"20";"1,7";"GQ2003735"
"ICP701";"-10";"-10";"-10";"-0,01";"1,83";"7";"-10";"413";"2,3";"0,17";"0,42";"0,09";"65,91";"9,7";"26";"1,37";"11,8";"2,38";"4,5";"-0,1";"0,11";"0,02";"0,02";"0,16";"41,2";"16";"0,2";"0,2";"960";"0,31";"0,02";"0,6";"14,2";"409";"21,9";"16,2";"-0,1";"0,01";"0,27";"3,7";"-1";"1";"31,7";"-0,05";"0,88";"-0,05";"4";"0,01";"0,15";"1,94";"39";"0,2";"22,82";"1,4";"49";"3,2";"GQ2003735"
"ICP702";"-9999";"-9999";"-9999";"-0,01";"0,77";"3";"-10";"140";"0,7";"0,11";"0,18";"0,04";"31,71";"6,2";"37";"0,97";"12,4";"2,13";"2,7";"-0,1";"0,09";"-0,01";"-0,02";"0,13";"20,3";"10";"0,07";"0,25";"480";"0,34";"0,02";"0,8";"15,9";"229";"13,7";"12,2";"-0,1";"-0,01";"0,3";"1,8";"-1";"0,8";"10,2";"-0,05";"0,31";"-0,05";"4,3";"0,03";"0,09";"0,6";"36";"0,2";"7,03";"0,5";"33";"4,3";"GQ2003735"
"ICP703";"-9999";"-9999";"-9999";"-0,01";"0,77";"3";"-10";"146";"0,8";"0,15";"0,2";"0,05";"35,33";"7,2";"55";"1,04";"7,1";"3,03";"3,1";"-0,1";"0,11";"-0,01";"-0,02";"0,12";"23,5";"10";"0,08";"0,27";"540";"0,41";"0,02";"0,86";"20,4";"287";"42,9";"12,2";"-0,1";"-0,01";"0,4";"1,9";"-1";"0,9";"9,4";"-0,05";"0,34";"-0,05";"7,1";"0,05";"0,09";"0,7";"60";"0,3";"8,02";"0,6";"35";"5,3";"GQ2003735"
"ICP704";"-10";"-10";"-10";"-0,01";"0,59";"3";"-10";"129";"0,7";"0,06";"0,11";"0,02";"56,03";"6";"34";"0,58";"5,9";"2,65";"2,2";"-0,1";"0,08";"-0,01";"-0,02";"0,13";"31,5";"4";"0,07";"0,1";"435";"0,41";"0,03";"0,57";"8,7";"254";"15,7";"9,1";"-0,1";"-0,01";"0,09";"1,7";"-1";"0,8";"17,7";"-0,05";"0,41";"-0,05";"6,8";"0,03";"0,06";"0,85";"51";"-0,1";"7,5";"0,6";"21";"4,5";"GQ2003735"
"ICP705";"-9999";"-9999";"-9999";"-0,01";"0,78";"9";"-10";"149";"1,4";"0,15";"0,15";"0,04";"55";"6,5";"46";"1,57";"6,5";"2,32";"2,5";"-0,1";"0,1";"0,02";"0,02";"0,16";"28";"8";"0,09";"0,18";"576";"0,58";"0,02";"1,37";"20";"261";"37,7";"15";"-0,1";"-0,01";"0,43";"1,7";"-1";"1,3";"15,9";"-0,05";"0,43";"-0,05";"3,7";"0,04";"0,12";"0,66";"36";"0,3";"8,78";"0,6";"28";"4,5";"GQ2003735"
"ICP706";"-10";"-10";"-10";"-0,01";"1,01";"9";"-10";"185";"1,8";"0,14";"0,22";"0,03";"51,08";"9,1";"30";"1,22";"9,9";"2,71";"3,1";"-0,1";"0,2";"0,02";"0,02";"0,18";"32,3";"13";"0,14";"0,28";"768";"0,47";"0,03";"1,06";"15,6";"488";"25";"14,3";"-0,1";"-0,01";"0,41";"2,6";"-1";"1,1";"21,3";"-0,05";"0,58";"-0,05";"4,2";"0,04";"0,12";"1,03";"42";"0,2";"13,58";"1";"34";"8,7";"GQ2003735"
"ICP707";"-10";"-10";"-10";"-0,01";"1,76";"8";"-10";"289";"1,9";"0,1";"0,42";"0,06";"96,83";"26";"121";"0,72";"21";"4,31";"5,8";"-0,1";"0,19";"0,02";"0,03";"0,1";"61,7";"14";"0,26";"0,44";"1184";"0,43";"0,03";"1,18";"50,9";"572";"22,8";"10,2";"-0,1";"0,01";"0,26";"7,6";"-1";"1,1";"65,2";"-0,05";"1,23";"-0,05";"4,3";"0,09";"0,08";"1,25";"87";"-0,1";"28,93";"1,9";"56";"8,1";"GQ2003735"
"ICP708";"-10";"-10";"-10";"-0,01";"2,31";"6";"-10";"435";"1,4";"0,13";"0,46";"0,07";"56,33";"21,3";"76";"1,52";"27,8";"4,71";"6,7";"-0,1";"0,22";"0,01";"0,03";"0,19";"37,7";"24";"0,19";"0,76";"1145";"0,46";"0,03";"1,33";"42";"665";"16,2";"21,8";"-0,1";"0,01";"0,35";"6,5";"-1";"0,9";"35,9";"-0,05";"0,71";"0,06";"4,5";"0,07";"0,14";"1,25";"88";"0,2";"18,83";"1,4";"68";"4,8";"GQ2003735"
"ICP709";"-10";"-10";"-10";"-0,01";"0,95";"4";"-10";"264";"0,8";"0,1";"0,26";"0,05";"34,6";"9,8";"35";"1,19";"11,6";"2,88";"3,2";"-0,1";"0,12";"-0,01";"-0,02";"0,12";"20,1";"12";"0,09";"0,3";"505";"0,91";"0,03";"1,16";"18,3";"448";"10,7";"11,5";"-0,1";"-0,01";"0,35";"2,9";"-1";"0,6";"22,6";"-0,05";"0,37";"-0,05";"2,8";"0,05";"0,09";"0,75";"52";"0,2";"8,86";"0,6";"40";"3,8";"GQ2003735"
"ICP710";"-10";"-10";"-10";"-0,01";"0,67";"-1";"-10";"73";"0,5";"0,04";"0,35";"0,02";"27,18";"5,5";"6";"0,59";"6,9";"1,82";"2,5";"-0,1";"0,14";"-0,01";"-0,02";"0,11";"16";"5";"0,1";"0,2";"370";"0,24";"0,05";"1,14";"4,2";"451";"5,6";"8,7";"-0,1";"-0,01";"0,05";"2,8";"-1";"0,7";"17,9";"0,06";"0,29";"-0,05";"4,1";"0,17";"0,05";"0,69";"36";"-0,1";"8,02";"0,7";"22";"4,8";"GQ2003735"
"ICP711";"-10";"-10";"-10";"-0,01";"1,49";"5";"-10";"289";"1,1";"0,19";"0,33";"0,07";"58,22";"12,2";"33";"1,09";"11,2";"2,78";"4,6";"-0,1";"0,15";"-0,01";"0,02";"0,21";"28,9";"25";"0,13";"0,58";"1376";"0,47";"0,03";"0,83";"22,1";"448";"16,7";"17,2";"-0,1";"-0,01";"0,45";"3,4";"-1";"1,2";"24,2";"-0,05";"0,56";"-0,05";"4,9";"0,04";"0,14";"1,12";"41";"0,3";"13,32";"0,9";"61";"5,9";"GQ2003735"
"ICP712";"-10";"-10";"-10";"-0,01";"0,71";"11";"-10";"115";"1,6";"0,13";"0,15";"0,07";"51,85";"4,6";"24";"1,77";"9,2";"1,77";"2,1";"-0,1";"0,08";"0,07";"-0,02";"0,13";"36,7";"6";"0,1";"0,12";"545";"0,43";"0,01";"1,49";"10,3";"226";"24,3";"13,4";"-0,1";"-0,01";"0,37";"1,4";"-1";"1,3";"18,1";"-0,05";"0,56";"-0,05";"2,4";"0,03";"0,12";"0,79";"27";"0,3";"11,53";"0,7";"25";"2,2";"GQ2003735"
